_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
63,Drenthe,41551,04LL,04LL00,'t Twiespan,Vredenveld,78,7824CJ,EMMEN,0114,EMMEN,Protestants-Christelijk,0591622409,www.twiespan.nl,Vredenveld,78,7824CJ,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
64,Drenthe,41551,04WD,04WD00,Protestants Christelijke Basisschool Willem Alexander,Verlengde Vaart NZ,37,7887EE,ERICA,0114,EMMEN,Protestants-Christelijk,0591301623,www.willem-alexander-erica.nl,Verlengde Vaart NZ,37,7887EE,ERICA,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
65,Drenthe,41551,04XB,04XB00,Basisschool De Bentetop,Weerdingerkanaal ZZ,163,7831AK,NIEUW-WEERDINGE,0114,EMMEN,Protestants-Christelijk,0591521405,www.bentetop.nl,Weerdingerkanaal ZZ,163,7831AK,NIEUW-WEERDINGE,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
66,Drenthe,41551,05KX,05KX00,cb de Zwaluw,Zandpolstraat,9,7764AK,ZANDPOL,0114,EMMEN,Protestants-Christelijk,0591552655,www.cbdezwaluw.nl,Zandpolstraat,9,7764AK,ZANDPOL,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
67,Drenthe,41551,06KW,06KW00,Het Anker Protestants Christelijke Jenaplanschool,Distelvink,107,7827DD,EMMEN,0114,EMMEN,Protestants-Christelijk,0591630597,www.hetankeremmen.nl,Distelvink,107,7827DD,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
68,Drenthe,41551,07NY,07NY00,Groen van Prinstererschool,Dr. H. Blinkstraat,5,7815VH,EMMEN,0114,EMMEN,Protestants-Christelijk,0591612464,www.groenvprinsterer.nl,Dr. H. Blinkstraat,5,7815VH,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
69,Drenthe,41551,07OY,07OY00,Christelijk Basisschool De Oliebron,Europaweg,145,7761AC,SCHOONEBEEK,0114,EMMEN,Protestants-Christelijk,0524531812,www.cbdeoliebron.nl,Europaweg,145,7761AC,SCHOONEBEEK,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
70,Drenthe,41551,11CZ,11CZ00,Het Palet,Geuzingerbrink,70,7812NX,EMMEN,0114,EMMEN,Protestants-Christelijk,0591647653,www.cbshetpalet.nl,Geuzingerbrink,70,7812NX,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
71,Drenthe,41551,11XM,11XM00,De Brug,Derksweg,264,7891PR,KLAZIENAVEEN,0114,EMMEN,Protestants-Christelijk,0591312021,www.cbdebrug.nl,Derksweg,264,7891PR,KLAZIENAVEEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
72,Drenthe,41551,12GW,12GW00,De Kap,Horizon,74-C,7891CT,KLAZIENAVEEN,0114,EMMEN,Protestants-Christelijk,0591312054,,Horizon,74-C,7891CT,KLAZIENAVEEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
73,Drenthe,41551,30AF,30AF00,CB Het Talent,Zandzoom,19,7814VH,EMMEN,0114,EMMEN,Interconfessioneel,0591632273,www.hettalent.com,Zandzoom,19,7814VH,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
74,Drenthe,41571,10ID,10ID00,CBS De Parel,Dreesdestraat,40,9301GG,RODEN,1699,NOORDENVELD,Protestants-Christelijk,0505017344,www.parel.pentaprimair.nl,Dreesdestraat,40,9301GG,RODEN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
75,Drenthe,41571,10YO,10YO00,CBS De Hoeksteen,Slangenborg,1,9301VC,RODEN,1699,NOORDENVELD,Protestants-Christelijk,0505018556,hoeksteen.pentaprimair.nl,Slangenborg,1,9301VC,RODEN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
76,Drenthe,41624,06MY,06MY00,Basisschool De Rank,Hagedoorn,2,7822CC,EMMEN,0114,EMMEN,Gereformeerd vrijgemaakt,0591615518,www.gbsderankemmen.nl,Hagedoorn,2,7822CC,EMMEN,12,Emmen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
77,Drenthe,41629,04HW,04HW00,Kindcentrum Commissaris Gaarlandt,Rembrandtstraat,2,7948AW,NIJEVEEN,0119,MEPPEL,Openbaar,0522491618,www.stichtingpromes.nl,Rembrandtstraat,2,7948AW,NIJEVEEN,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
78,Drenthe,41629,13AA,13AA00,Kindcentrum obs Sprinkels,Zuiderlaan,197-B,7944EE,MEPPEL,0119,MEPPEL,Openbaar,0522799111,www.stichtingpromes.nl,Zuiderlaan,197-B,7944EE,MEPPEL,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
79,Drenthe,41629,13PS,13PS00,Kindcentrum Het Avontuur,Woldkade,1-A,7942AH,MEPPEL,0119,MEPPEL,Openbaar,0522252124,www.stichtingpromes.nl,Woldkade,1-A,7942AH,MEPPEL,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
80,Drenthe,41629,13TT,13TT00,Kindcentrum De IJsvogel,Engelgaarde,33,7943LD,MEPPEL,0119,MEPPEL,Openbaar,0522260651,www.stichtingpromes.nl,Engelgaarde,33,7943LD,MEPPEL,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
81,Drenthe,41629,32EM,32EM00,Kindcentrum Noorderveld,Zuiderlaan,197-B,7944EE,MEPPEL,0119,MEPPEL,Openbaar,0522729209,www.kcnoorderveld.nl,Zuiderlaan,197-B,7944EE,MEPPEL,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
82,Drenthe,41630,03EJ,03EJ00,De Smeltkroes,Witte Zandpad,1,7854TW,AALDEN,0109,COEVORDEN,Openbaar,0591372813,www.desmeltkroes.nl,Witte Zandpad,1,7854TW,AALDEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
83,Drenthe,41630,06BR,06BR00,Openbare Basisschool De Anwende,Paardelandsdrift,5,7854PR,AALDEN,0109,COEVORDEN,Openbaar,0591371677,www.anwende.nl,Paardelandsdrift,5,7854PR,AALDEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
84,Drenthe,41630,09HH,09HH00,Basisschool De Akker,Oldenhoffstraat,5,7841AJ,SLEEN,0109,COEVORDEN,Openbaar,0591361766,,Oldenhoffstraat,5,7841AJ,SLEEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
85,Drenthe,41630,10CY,10CY00,Basisschool De Vlinderhof,Odoornerweg,8,7846TA,NOORD-SLEEN,0109,COEVORDEN,Openbaar,0591361357,www.obsdevlinderhof.nl,Odoornerweg,8,7846TA,NOORD-SLEEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
86,Drenthe,41630,11IS,11IS00,Burgemeester van Royenschool,Sportparklaan,20,7848BB,SCHOONOORD,0109,COEVORDEN,Openbaar,0591381262,www.vanroyenschool.nl,Sportparklaan,20,7848BB,SCHOONOORD,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
87,Drenthe,41630,18NC,18NC00,Burg Wessels Boerschool,Molenwijk,4,7751CG,DALEN,0109,COEVORDEN,Openbaar,0524551433,,Molenwijk,4,7751CG,DALEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
88,Drenthe,41630,18OE,18OE00,Openbare Basisschool De Zwarm,Coevorderstraatweg,6,7917PR,GEESBRUG,0109,COEVORDEN,Openbaar,0524291300,www.dezwarm.nl,Coevorderstraatweg,6,7917PR,GEESBRUG,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
89,Drenthe,41630,18OH,18OH00,Marke-School,Middendorp,32,7754MB,WACHTUM,0109,COEVORDEN,Openbaar,0524552206,www.markeschool.nl,Middendorp,32,7754MB,WACHTUM,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
90,Drenthe,41630,18OQ,18OQ00,Openbare Basisschool de Wilhelminaschool,Jan van Scorelstraat,13,7741XM,COEVORDEN,0109,COEVORDEN,Openbaar,0524512485,www.dewilhelminaschool.nl,Jan van Scorelstraat,13,7741XM,COEVORDEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
91,Drenthe,41630,18PP,18PP00,Stidal-School,Hoofdstraat,144,7755NN,DALERVEEN,0109,COEVORDEN,Openbaar,0524221261,www.stidalschool.nl,Hoofdstraat,144,7755NN,DALERVEEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
92,Drenthe,41630,18PV,18PV00,Openbare Basisschool Buitenvree,Van Pallandtlaan,5,7742WJ,COEVORDEN,0109,COEVORDEN,Openbaar,0524512232,www.obsbuitenvree.nl,Van Pallandtlaan,5,7742WJ,COEVORDEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
93,Drenthe,41630,18QW,18QW00,Parkschool voor Openbare Basisschool,Poppenharelaan,1-3,7741CS,COEVORDEN,0109,COEVORDEN,Openbaar,0524512567,www.parkschool.nl,Poppenharelaan,1-3,7741CS,COEVORDEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
94,Drenthe,41630,18RQ,18RQ00,Obs De Woert,Beatrixlaan,25,7861AG,OOSTERHESSELEN,0109,COEVORDEN,Openbaar,0524581778,www.obsdewoert.nl,Beatrixlaan,25,7861AG,OOSTERHESSELEN,13,Coevorden/Dalen,05,Zuid- en Midden-Drenthe,08,Zuidoost-Drenthe,08,Zuidoost-Drenthe,04,Assen-Hoogeveen-Emmen,08,Zuid-Oost Drenthe,Noord
95,Drenthe,41632,06EP,06EP00,Kindcentrum Kornalijn,Emmastraat,43,7941HN,MEPPEL,0119,MEPPEL,Gereformeerd vrijgemaakt,0522253644,www.kindcentrumkornalijn.nl,Emmastraat,43,7941HN,MEPPEL,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
96,Drenthe,41632,15BQ,15BQ00,Het Koraal,Beukemastraat,44,7906AN,HOOGEVEEN,0118,HOOGEVEEN,Gereformeerd vrijgemaakt,0528267382,www.basisschoolhetkoraal.nl,Beukemastraat,44,7906AN,HOOGEVEEN,14,Hoogeveen,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,04,Assen-Hoogeveen-Emmen,09,Zuid-West Drenthe,Noord
97,Drenthe,41803,23DR,23DR00,Basisschool Eben Haezer,Eenendertigste Wijk-N,1,7913AA,HOLLANDSCHEVELD,0118,HOOGEVEEN,Reformatorisch,0528343536,www.ebenhaezer-school.nl,Eenendertigste Wijk-N,1,7913AA,HOLLANDSCHEVELD,14,Hoogeveen,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,04,Assen-Hoogeveen-Emmen,09,Zuid-West Drenthe,Noord
98,Drenthe,41812,07GE,07GE00,IKC De Meenthe,Floralaan,1-A,9421NP,BOVENSMILDE,1731,MIDDEN-DRENTHE,Openbaar,0592412973,www.kitsprimair.nl/demeenthe,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
99,Drenthe,41812,08TL,08TL00,IKC Prinses Margriet,Prinses Margrietstraat,1,9422EL,SMILDE,1731,MIDDEN-DRENTHE,Openbaar,0592412302,www.ikcprinsesmargriet.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
100,Drenthe,41812,09RS,09RS00,Openbare Basisschool Pieter van Thuyl,Prof. Dr. Obbinkstraat,3,9423PR,HOOGERSMILDE,1731,MIDDEN-DRENTHE,Openbaar,0592459043,www.ikcpietervanthuyl.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
101,Drenthe,41812,10EH,10EH00,Basisschool de Lindelaar,Homaat,2,9431MK,WESTERBORK,1731,MIDDEN-DRENTHE,Openbaar,0593331998,www.ikcdelindelaar.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
102,Drenthe,41812,12EY,12EY00,Openbare Basisschool De Wenteling,Schiphorsten,2,9437TD,BALINGE,1731,MIDDEN-DRENTHE,Openbaar,0593552441,www.ikcdewenteling.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
103,Drenthe,41812,12OC,12OC00,IKC Meester Siebering,Haarweg,27,7938PS,NIEUW-BALINGE,1731,MIDDEN-DRENTHE,Openbaar,0528321355,www.ikcmeestersiebering.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
104,Drenthe,41812,18QS,18QS00,IKC Harm Smeenge,Hofstraat,18,9411LB,BEILEN,1731,MIDDEN-DRENTHE,Openbaar,0593522615,www.ikcharmsmeenge.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
105,Drenthe,41812,18SP,18SP00,IKC G.A. de Ridder,'t Spiek,2,9411KV,BEILEN,1731,MIDDEN-DRENTHE,Openbaar,0593522030,www.ikcgaderidder.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
106,Drenthe,41812,18TJ,18TJ00,IKC 't Hieker Nust,Westeinde,6,9415PJ,HIJKEN,1731,MIDDEN-DRENTHE,Openbaar,0593525136,www.ikcthiekernust.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
107,Drenthe,41812,18UK,18UK00,IKC De Bosvlinder,Bosweg,1,9414BD,HOOGHALEN,1731,MIDDEN-DRENTHE,Openbaar,0593592317,www.bosvlinder.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
108,Drenthe,41812,18UT,18UT00,IKC Zuiderenk,Drijberseweg,2,9418PW,WIJSTER,1731,MIDDEN-DRENTHE,Openbaar,0593562250,www.ikczuiderenk.nl,Hofstraat,18,9411LB,BEILEN,11,Assen,05,Zuid- en Midden-Drenthe,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,04,Assen-Hoogeveen-Emmen,07,Noord- en Midden Drenthe,Noord
109,Drenthe,41851,09FN,09FN00,Openbare Basisschool De Schuthoek,Julianalaan,67,9471EB,ZUIDLAREN,1730,TYNAARLO,Openbaar,0504092009,,Postbus,58,9470AB,ZUIDLAREN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
110,Drenthe,41851,09FN,09FN01,Openbare Basisschool De Schuthoek,Dorpsstraat,25,9474PB,ZUIDLAARDERVEEN,1730,TYNAARLO,Openbaar,0598491927,,Postbus,58,9470AB,ZUIDLAREN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
111,Drenthe,41851,10AV,10AV00,De Vijverstee,De Fledders,14,9481GA,VRIES,1730,TYNAARLO,Openbaar,0592542205,www.vijverstee.nl,Postbus,4,9480AA,VRIES,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
112,Drenthe,41851,10BK,10BK00,Basisschool Schuilingsoord,Hogeweg,7-C,9472PA,ZUIDLAREN,1730,TYNAARLO,Openbaar,0504094148,www.schuilingsoord.nl,Postbus,147,9470AC,ZUIDLAREN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
113,Drenthe,41851,10TA,10TA00,IKC Het Oelebred,Rozenstraat,18,9482PP,TYNAARLO,1730,TYNAARLO,Openbaar,0592542023,www.oelebred.nl,Rozenstraat,18,9482PP,TYNAARLO,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
114,Drenthe,41851,10TH,10TH00,OBDS De Zuid-Wester,Julianalaan,78,9471EC,ZUIDLAREN,1730,TYNAARLO,Openbaar,0504091658,www.odbszuidwester.nl,Julianalaan,78,9471EC,ZUIDLAREN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
115,Drenthe,41851,11HH,11HH00,De Duinstee,Betmersweg,2,9494RB,YDE,1730,TYNAARLO,Openbaar,0504062332,,Betmersweg,2,9494RB,YDE,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
116,Drenthe,41851,12DG,12DG00,obs De Zeijer Hoogte,Ubbenaseweg,7,9491AA,ZEIJEN,1730,TYNAARLO,Openbaar,0592291476,www.obszeijen.nl,Ubbenaseweg,7,9491AA,ZEIJEN,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
117,Drenthe,41851,18NM,18NM00,obs De Veenvlinder,Boomgaard,1-A,9761TM,EELDE,1730,TYNAARLO,Openbaar,0503094324,www.obsdeveenvlinder.nl,Boomgaard,1-A,9761TM,EELDE,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
118,Drenthe,41851,18OV,18OV00,OBS Ter Borch,Borchsingel,41,9766PP,EELDERWOLDE,1730,TYNAARLO,Openbaar,0505218088,www.obs-terborch.nl,Borchsingel,41,9766PP,EELDERWOLDE,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
119,Drenthe,41851,18QA,18QA00,obs De Westerburcht,Jan Steenweg,1,9761HJ,EELDE,1730,TYNAARLO,Openbaar,0503094437,,Jan Steenweg,1,9761HJ,EELDE,01,Groningen,03,Centraal-Groningen,07,Noord- en Midden-Drenthe,07,Noord-Drenthe,01,Groningen en omstreken,07,Noord- en Midden Drenthe,Noord
120,Drenthe,41868,10DF,10DF00,BS De Bosrank,Havelter Schapendrift,22,7971BC,HAVELTE,1701,WESTERVELD,Openbaar,0521227521,www.debosrank.nl,Havelter Schapendrift,22,7971BC,HAVELTE,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
121,Drenthe,41868,11IZ,11IZ00,KC De Vuursteen,Oude Dijk,59,8351HR,WAPSERVEEN,1701,WESTERVELD,Openbaar,0521321411,www.devuursteen.nl,Oude Dijk,59,8351HR,WAPSERVEEN,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
122,Drenthe,41868,11UN,11UN00,Oosterveldschool,Schoolstraat,4,7975AC,UFFELTE,1701,WESTERVELD,Openbaar,0521351307,www.oosterveldschool.nl,Schoolstraat,4,7975AC,UFFELTE,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
123,Drenthe,41868,18MM,18MM00,Openbare Basisschool De Hoekstee,De Hoek,26,8381BL,VLEDDER,1701,WESTERVELD,Openbaar,0521381320,www.dehoekstee.nl,De Hoek,26,8381BL,VLEDDER,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
124,Drenthe,41868,18NW,18NW00,Burgemeester W.A. Storkschool,Heuvelenweg,22-A,7991CL,DWINGELOO,1701,WESTERVELD,Openbaar,0521591347,www.storkschool.nl,Heuvelenweg,22-A,7991CL,DWINGELOO,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
125,Drenthe,41868,18PE,18PE00,Openbare Basisschool De Kievitshoek,Linthorst Homanstraat,24,8384EE,WILHELMINAOORD,1701,WESTERVELD,Openbaar,0521381536,www.dekievitshoek.nl,Linthorst Homanstraat,24,8384EE,WILHELMINAOORD,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
126,Drenthe,41868,19IV,19IV00,Openbare Basisschool De Singelier,Schipper,11,7981DV,DIEVER,1701,WESTERVELD,Openbaar,0521591257,www.desingelier.nl,Schipper,11,7981DV,DIEVER,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
127,Drenthe,41868,19KK,19KK00,Ten Darperschoele,Ten Darperweg,50,7983KN,WAPSE,1701,WESTERVELD,Openbaar,0521551332,www.tendarperschoele.nl,Ten Darperweg,50,7983KN,WAPSE,15,Meppel,05,Zuid- en Midden-Drenthe,09,Zuidwest-Drenthe,09,Zuidwest-Drenthe,05,Zwolle-Meppel en omstreken,09,Zuid-West Drenthe,Noord
